"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"AUS","Australia","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",16.3,,
"AUS","Australia","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",17.9,,
"AUS","Australia","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",18.8,,
"AUS","Australia","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",19.8,,
"AUS","Australia","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",15.3,,
"AUS","Australia","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",14.7,,
"AUS","Australia","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",14.9,,
"AUS","Australia","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",14.8,,
"AUS","Australia","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",14.2,,
"AUS","Australia","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",14,,
"AUS","Australia","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",14.1,,
"AUS","Australia","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",14.2,,
"AUS","Australia","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",14,,
"AUS","Australia","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",13.4,,
"AUS","Australia","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",13.5,,
"AUS","Australia","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",13.1,,
"AUS","Australia","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",13,,
"AUS","Australia","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",12.5,,
"AUS","Australia","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",9.6,,
"AUS","Australia","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",9.3,,
"AUS","Australia","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",8.7,,
"AUS","Australia","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",8.6,,
"AUS","Australia","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",10,,
"AUS","Australia","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",9.7,,
"AUS","Australia","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",9.9,,
"AUS","Australia","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",9.9,,
"AUS","Australia","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",10.9,,
"AUS","Australia","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",10.4,,
"AUS","Australia","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",9.8,,
"AUS","Australia","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",8.9,,
"AUS","Australia","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",8.7,,
"AUS","Australia","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",8.8,,
"AUS","Australia","DEP","Deprivation","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",15.4,,
"AUS","Australia","DEP","Deprivation","3_8","Job strain","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",27.3,,
"AUS","Australia","DEP","Deprivation","3_8","Job strain","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",25.6,,
"AUS","Australia","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",4.1,,
"AUS","Australia","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",4,,
"AUS","Australia","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",4.4,,
"AUS","Australia","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",3.7,,
"AUS","Australia","DEP","Deprivation","5_6","Students with low skills","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",11.2,,
"AUS","Australia","DEP","Deprivation","5_7","Adults with low skills","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",11.1,,
"AUS","Australia","DEP","Deprivation","7_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",0,,
"AUS","Australia","DEP","Deprivation","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",33.3,,
"AUS","Australia","DEP","Deprivation","11_2","Having a say in government","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",44.4,,
"AUS","Australia","VER","Gap between top and bottom performers (vertical inequality)","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",5.5,,
"AUS","Australia","VER","Gap between top and bottom performers (vertical inequality)","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",5.7,,
"AUS","Australia","VER","Gap between top and bottom performers (vertical inequality)","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",5.5,,
"AUS","Australia","VER","Gap between top and bottom performers (vertical inequality)","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",45,,
"AUS","Australia","VER","Gap between top and bottom performers (vertical inequality)","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",46,,
"AUS","Australia","VER","Gap between top and bottom performers (vertical inequality)","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",3.1,,
"AUS","Australia","VER","Gap between top and bottom performers (vertical inequality)","5_1","Student skills (science)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.7,,
"AUS","Australia","VER","Gap between top and bottom performers (vertical inequality)","5_2","Student skills (maths)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.6,,
"AUS","Australia","VER","Gap between top and bottom performers (vertical inequality)","5_3","Student skills (reading)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.8,,
"AUS","Australia","VER","Gap between top and bottom performers (vertical inequality)","5_4","Adult skills (numeracy)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",1.7,,
